,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label
39,-0.19,0.01,-0.12,53.56,-65.56,10.88,3.29,8.86,0.81,0.59,0.31,0.6,0.44,1108763,1562,W
40,0,-0.14,-0.78,53.56,-65.56,10.88,3.29,8.86,0.81,0.59,0.31,0.6,0.44,1108803,1602,W
41,0,-0.14,-0.78,53.56,-65.56,10.88,3.45,10.32,0.85,0.59,0.31,0.6,0.44,1108845,1644,W
42,0,-0.79,-0.93,53.56,-65.56,10.88,3.45,10.32,0.85,0.59,0.31,0.6,0.44,1108885,1684,W
43,0,-0.79,-0.93,53.56,-65.56,10.88,4.14,9.17,0.93,0.59,0.31,0.6,0.44,1108926,1725,W
44,0,-0.79,-0.93,53.56,-65.56,10.88,4.25,8.98,0.85,0.59,0.31,0.6,0.44,1108966,1765,W
45,0,-0.79,-0.93,53.13,-62.5,10.88,4.25,8.98,0.85,0.59,0.31,0.6,0.44,1109006,1805,W
46,0.25,-0.45,-1.17,53.13,-62.5,10.88,4.25,8.98,0.85,0.59,0.31,0.6,0.44,1109046,1845,W
47,0.25,-0.45,-1.17,53.13,-62.5,10.88,4.75,9.09,1.19,0.59,0.31,0.6,0.44,1109086,1885,W
48,0.25,-0.45,-1.17,53.13,-62.5,10.88,4.82,8.75,1.42,0.59,0.31,0.6,0.44,1109126,1925,W
49,0.25,-0.45,-1.17,53.13,-62.5,10.88,4.9,8.64,1.57,0.59,0.31,0.6,0.44,1109166,1965,W
50,0.25,-0.45,-1.17,53.69,-61.81,9.25,4.9,8.64,1.57,0.59,0.31,0.6,0.44,1109204,2003,W
51,0.25,-0.45,-1.17,53.69,-61.81,9.25,5.25,8.75,1.57,0.59,0.31,0.6,0.44,1109243,2042,W
52,0.25,-0.45,-1.17,53.69,-61.81,9.25,5.21,9.02,1.77,0.59,0.31,0.6,0.44,1109284,2083,W
53,0.25,-0.45,-1.17,53.69,-61.81,9.25,5.29,9.25,1.69,0.59,0.31,0.6,0.44,1109323,2122,W
54,0.25,-0.45,-1.17,53.69,-61.81,9.25,5.21,10.17,1.77,0.59,0.31,0.6,0.44,1109361,2160,W
55,-0.13,-0.18,0.54,53.69,-61.81,9.25,5.21,10.17,1.77,0.59,0.31,0.6,0.44,1109403,2202,W
56,-0.4,-0.31,1.08,53.69,-61.81,9.25,5.21,10.17,1.77,0.59,0.31,0.6,0.44,1109443,2242,W
57,-0.4,-0.31,1.08,53.69,-61.81,9.25,4.9,8.94,0.85,0.59,0.31,0.6,0.44,1109484,2283,W
58,-0.4,-0.31,1.08,53.69,-61.81,9.25,4.94,9.44,0.89,0.59,0.31,0.6,0.44,1109524,2323,W
59,-0.4,-0.31,1.08,53.69,-61.81,9.25,5.9,10.86,0.31,0.59,0.31,0.6,0.44,1109562,2361,W
60,-0.38,1.29,2.16,53.69,-61.81,9.25,5.9,10.86,0.31,0.59,0.31,0.6,0.44,1109603,2402,W
61,-0.48,0.87,2.74,53.69,-61.81,9.25,5.9,10.86,0.31,0.59,0.31,0.6,0.44,1109642,2441,W
62,-0.48,0.87,2.74,53.69,-61.81,9.25,5.94,11.24,0.58,0.59,0.31,0.6,0.44,1109683,2482,W
63,-0.48,0.87,2.74,53.69,-61.81,9.25,7.01,9.98,0.46,0.59,0.31,0.6,0.44,1109723,2522,W
64,-0.48,0.87,2.74,53.69,-61.81,9.25,6.55,8.83,0.7,0.59,0.31,0.6,0.44,1109761,2560,W
65,-0.53,0.34,3.03,53.69,-61.81,9.25,6.55,8.83,0.7,0.59,0.31,0.6,0.44,1109800,2599,W
66,-0.53,0.34,3.03,53.69,-61.81,9.25,6.09,6.22,0.73,0.59,0.31,0.6,0.44,1109840,2639,W
67,-0.26,1.25,1.41,53.69,-61.81,9.25,6.09,6.22,0.73,0.59,0.31,0.6,0.44,1109880,2679,W
68,-0.26,1.25,1.41,53.69,-61.81,9.25,3.29,3.89,1.27,0.59,0.31,0.6,0.44,1109919,2718,W
69,-0.26,1.25,1.41,53.69,-61.81,9.25,3.29,3.58,1.31,0.59,0.31,0.6,0.44,1109957,2756,W
70,-0.26,1.25,1.41,53.69,-61.81,9.25,3.71,3.66,1.23,0.59,0.31,0.6,0.44,1109997,2796,W
71,0.27,-0.18,-1.38,53.69,-61.81,9.25,3.71,3.66,1.23,0.59,0.31,0.6,0.44,1110036,2835,W
72,0.27,-0.18,-1.38,53.69,-61.81,9.25,3.98,6.14,1.42,0.59,0.31,0.6,0.44,1110075,2874,W
73,0.27,-0.18,-1.38,53.69,-61.81,9.25,4.48,8.06,1.15,0.59,0.31,0.6,0.44,1110113,2912,W
74,0.79,-0.39,-3.07,53.69,-61.81,9.25,4.48,8.06,1.15,0.59,0.31,0.6,0.44,1110154,2953,W
75,0.98,-0.47,-3.65,53.69,-61.81,9.25,4.48,8.06,1.15,0.59,0.31,0.6,0.44,1110194,2993,W
76,0.98,-0.47,-3.65,53.69,-61.81,9.25,5.36,13,1.69,0.59,0.31,0.6,0.44,1110234,3033,W
77,0.98,-0.47,-3.65,53.69,-61.81,9.25,4.82,12.93,1.31,0.59,0.31,0.6,0.44,1110273,3072,W
78,0.98,-0.47,-3.65,53.69,-61.81,9.25,4.94,13.46,0.93,0.59,0.31,0.6,0.44,1110312,3111,W
79,0.7,-0.66,-3.05,53.69,-61.81,9.25,4.94,13.46,0.93,0.59,0.31,0.6,0.44,1110352,3151,W
80,0.53,-1.03,-2.47,53.69,-61.81,9.25,4.94,13.46,0.93,0.59,0.31,0.6,0.44,1110392,3191,W
81,0.53,-1.03,-2.47,53.69,-61.81,9.25,5.59,11.59,0.73,0.59,0.31,0.6,0.44,1110433,3232,W
82,0.56,-0.06,-1.58,53.69,-61.81,9.25,5.59,11.59,0.73,0.59,0.31,0.6,0.44,1110473,3272,W
83,0.56,-0.06,-1.58,53.69,-61.81,9.25,4.71,8.86,1.23,0.59,0.31,0.6,0.44,1110512,3311,W
84,0.41,-0.44,-1.18,53.69,-61.81,9.25,4.71,8.86,1.23,0.59,0.31,0.6,0.44,1110552,3351,W
85,0.41,-0.44,-1.18,53.69,-61.81,9.25,4.82,7.68,1.57,0.59,0.31,0.6,0.44,1110593,3392,W
86,0.15,-0.28,0,53.69,-61.81,9.25,4.82,7.68,1.57,0.59,0.31,0.6,0.44,1110633,3432,W
87,0.15,-0.28,0,53.69,-61.81,9.25,4.71,7.48,2.19,0.59,0.31,0.6,0.44,1110672,3471,W
88,0.15,-0.28,0,53.69,-61.81,9.25,4.59,8.56,2.46,0.59,0.31,0.6,0.44,1110710,3509,W
89,-0.25,-0.18,0.89,53.69,-61.81,9.25,4.59,8.56,2.46,0.59,0.31,0.6,0.44,1110751,3550,W
90,-0.34,0.07,1.2,53.69,-61.81,9.25,4.59,8.56,2.46,0.59,0.31,0.6,0.44,1110790,3589,W
91,-0.34,0.07,1.2,53.69,-61.81,9.25,5.13,10.89,1,0.59,0.31,0.6,0.44,1110829,3628,W
92,-0.34,0.07,1.2,53.69,-61.81,9.25,5.9,11.85,1,0.59,0.31,0.6,0.44,1110868,3667,W
93,-0.34,0.07,1.2,53.69,-61.81,9.25,5.63,13.88,0.62,0.59,0.31,0.6,0.44,1110907,3706,W
94,-0.52,0.54,2.7,53.69,-61.81,9.25,5.63,13.88,0.62,0.59,0.31,0.6,0.44,1110946,3745,W
95,-0.49,0.2,3.52,53.69,-61.81,9.25,5.63,13.88,0.62,0.59,0.31,0.6,0.44,1110985,3784,W
96,-0.49,0.2,3.52,53.69,-61.81,9.25,7.13,16.53,0.08,0.59,0.31,0.6,0.44,1111024,3823,W
97,-0.49,0.2,3.52,53.69,-61.81,9.25,5.97,16.03,-0.04,0.59,0.31,0.6,0.44,1111063,3862,W
98,-0.57,0.41,4.44,53.69,-61.81,9.25,5.97,16.03,-0.04,0.59,0.31,0.6,0.44,1111103,3902,W
99,-0.43,0.81,4.09,53.69,-61.81,9.25,5.97,16.03,-0.04,0.59,0.31,0.6,0.44,1111143,3942,W
100,-0.43,0.81,4.09,53.69,-61.81,9.25,4.48,9.02,0.23,0.59,0.31,0.6,0.44,1111183,3982,W
101,-0.43,0.81,4.09,53.69,-61.81,9.25,3.29,7.64,0.23,0.59,0.31,0.6,0.44,1111223,4022,W
102,-0.43,0.81,4.09,53.69,-61.81,9.25,2.79,5.19,0.27,0.59,0.31,0.6,0.44,1111261,4060,W
103,-0.23,0.61,1.19,53.69,-61.81,9.25,2.79,5.19,0.27,0.59,0.31,0.6,0.44,1111300,4099,W
104,-0.23,0.61,1.19,53.69,-61.81,9.25,1.84,3.81,0.35,0.59,0.31,0.6,0.44,1111341,4140,W
105,0.22,-0.2,-1.11,53.69,-61.81,9.25,1.84,3.81,0.35,0.59,0.31,0.6,0.44,1111379,4178,W
106,0.22,-0.2,-1.11,53.69,-61.81,9.25,3.02,4.92,0.93,0.59,0.31,0.6,0.44,1111419,4218,W
107,0.22,-0.2,-1.11,53.69,-61.81,9.25,3.29,5.91,1.31,0.59,0.31,0.6,0.44,1111457,4256,W
108,0.46,-0.74,-3.05,53.69,-61.81,9.25,3.29,5.91,1.31,0.59,0.31,0.6,0.44,1111498,4297,W
109,0.76,-0.93,-3.9,53.69,-61.81,9.25,3.29,5.91,1.31,0.59,0.31,0.6,0.44,1111538,4337,W
110,0.76,-0.93,-3.9,53.69,-61.81,9.25,5.9,15.38,0.62,0.59,0.31,0.6,0.44,1111577,4376,W
111,0.76,-0.93,-3.9,53.69,-61.81,9.25,5.86,15.49,0.93,0.59,0.31,0.6,0.44,1111617,4416,W
112,0.76,-0.93,-3.9,53.69,-61.81,9.25,5.63,14.88,1.34,0.59,0.31,0.6,0.44,1111656,4455,W
113,0.63,-1.13,-3.91,53.69,-61.81,9.25,5.63,14.88,1.34,0.59,0.31,0.6,0.44,1111695,4494,W
114,0.4,-1.02,-3.14,53.69,-61.81,9.25,5.63,14.88,1.34,0.59,0.31,0.6,0.44,1111735,4534,W
115,0.4,-1.02,-3.14,53.69,-61.81,9.25,5.94,13.84,0.58,0.59,0.31,0.6,0.44,1111775,4574,W
116,0.4,-1.02,-3.14,53.69,-61.81,9.25,6.2,12.43,0.58,0.59,0.31,0.6,0.44,1111815,4614,W
117,0.4,-1.02,-3.14,69.69,-92.56,-1.44,6.2,12.43,0.58,0.59,0.31,0.6,0.44,1111854,4653,W
118,0.36,-0.38,-1.66,69.69,-92.56,-1.44,6.2,12.43,0.58,0.59,0.31,0.6,0.44,1111895,4694,W
119,0.36,-0.38,-1.66,69.69,-92.56,-1.44,5.52,8.29,1.73,0.59,0.31,0.6,0.44,1111934,4733,W
120,0.36,-0.38,-1.66,69.69,-92.56,-1.44,4.14,7.87,1.5,0.59,0.31,0.6,0.44,1111974,4773,W
121,0.36,-0.38,-1.66,69.69,-92.56,-1.44,3.87,7.22,2.3,0.59,0.31,0.6,0.44,1112013,4812,W
122,0.36,-0.38,-1.66,75.56,-91.75,-1.13,3.87,7.22,2.3,0.59,0.31,0.6,0.44,1112052,4851,W
123,0.36,-0.38,-1.66,75.56,-91.75,-1.13,4.55,7.98,1.5,0.59,0.31,0.6,0.44,1112093,4892,W
124,-0.29,-0.05,1.25,75.56,-91.75,-1.13,4.55,7.98,1.5,0.59,0.31,0.6,0.44,1112133,4932,W
125,-0.29,-0.05,1.25,75.56,-91.75,-1.13,5.4,9.94,1.15,0.59,0.31,0.6,0.44,1112173,4972,W
126,-0.29,-0.05,1.25,75.56,-91.75,-1.13,5.25,11.66,0.93,0.59,0.31,0.6,0.44,1112211,5010,W
127,-0.36,0.12,2.26,75.56,-91.75,-1.13,5.25,11.66,0.93,0.59,0.31,0.6,0.44,1112253,5052,W
128,-0.59,0.25,3.16,75.56,-91.75,-1.13,5.25,11.66,0.93,0.59,0.31,0.6,0.44,1112293,5092,W
129,-0.59,0.25,3.16,75.56,-91.75,-1.13,6.82,17.64,-0.34,0.59,0.31,0.6,0.44,1112333,5132,W
130,-0.59,0.25,3.16,75.56,-91.75,-1.13,6.39,18.79,-0.45,0.59,0.31,0.6,0.44,1112374,5173,W
131,-0.59,0.25,3.16,75.56,-91.75,-1.13,5.97,17.1,-0.3,0.59,0.31,0.6,0.44,1112413,5212,W
132,-0.45,0.41,4.97,75.56,-91.75,-1.13,5.97,17.1,-0.3,0.59,0.31,0.6,0.44,1112454,5253,W
133,-0.42,1.3,4.49,75.56,-91.75,-1.13,5.97,17.1,-0.3,0.59,0.31,0.6,0.44,1112494,5293,W
134,-0.42,1.3,4.49,75.56,-91.75,-1.13,4.14,11.36,-0.19,0.59,0.31,0.6,0.44,1112535,5334,W
135,-0.42,1.3,4.49,75.56,-91.75,-1.13,3.33,7.22,0.04,0.59,0.31,0.6,0.44,1112574,5373,W
136,-0.42,1.3,4.49,75.56,-91.75,-1.13,2.18,5.72,0,0.59,0.31,0.6,0.44,1112613,5412,W
137,-0.42,1.3,4.49,10.13,-61.5,-13.19,2.18,5.72,0,0.59,0.31,0.6,0.44,1112652,5451,W
138,-0.42,1.3,4.49,10.13,-61.5,-13.19,1.03,3.89,0.08,0.59,0.31,0.6,0.44,1112692,5491,W
139,0.19,0.06,-0.96,10.13,-61.5,-13.19,1.03,3.89,0.08,0.59,0.31,0.6,0.44,1112732,5531,W
140,0.19,0.06,-0.96,10.13,-61.5,-13.19,1.38,4.5,1,0.59,0.31,0.6,0.44,1112772,5571,W
141,0.19,0.06,-0.96,10.13,-61.5,-13.19,2.11,6.07,0.77,0.59,0.31,0.6,0.44,1112811,5610,W
142,0.71,-0.61,-3.09,10.13,-61.5,-13.19,2.11,6.07,0.77,0.59,0.31,0.6,0.44,1112852,5651,W
143,1.04,-0.99,-4.13,10.13,-61.5,-13.19,2.11,6.07,0.77,0.59,0.31,0.6,0.44,1112892,5691,W
144,1.04,-0.99,-4.13,10.13,-61.5,-13.19,4.98,14.38,1.77,0.59,0.31,0.6,0.44,1112933,5732,W
145,1.04,-0.99,-4.13,10.13,-61.5,-13.19,4.98,15.57,1.73,0.59,0.31,0.6,0.44,1112974,5773,W
146,1.04,-0.99,-4.13,10.13,-61.5,-13.19,5.94,17.6,0.85,0.59,0.31,0.6,0.44,1113015,5814,W
147,1.04,-0.99,-4.13,35.31,-103.56,-1.81,5.94,17.6,0.85,0.59,0.31,0.6,0.44,1113054,5853,W
148,1.04,-0.99,-4.13,35.31,-103.56,-1.81,6.78,15.8,0.89,0.59,0.31,0.6,0.44,1113096,5895,W
149,1.46,0.85,-2.78,35.31,-103.56,-1.81,6.78,15.8,0.89,0.59,0.31,0.6,0.44,1113138,5937,W
150,1.46,0.85,-2.78,35.31,-103.56,-1.81,5.71,11.93,1.46,0.59,0.31,0.6,0.44,1113178,5977,W
151,1.46,0.85,-2.78,35.31,-103.56,-1.81,5.67,10.66,1.92,0.59,0.31,0.6,0.44,1113219,6018,W
152,1.46,0.85,-2.78,35.31,-103.56,-1.81,5.78,9.36,2.23,0.59,0.31,0.6,0.44,1113259,6058,W
153,0.35,-0.85,-1.09,35.31,-103.56,-1.81,5.78,9.36,2.23,0.59,0.31,0.6,0.44,1113298,6097,W
154,0.35,-0.85,-1.09,35.31,-103.56,-1.81,6.36,7.64,3.11,0.59,0.31,0.6,0.44,1113339,6138,W
155,0.35,-0.85,-1.09,35.31,-103.56,-1.81,6.28,7.56,2.8,0.59,0.31,0.6,0.44,1113381,6180,W
156,0.35,-0.85,-1.09,35.31,-103.56,-1.81,4.82,9.09,2.65,0.59,0.31,0.6,0.44,1113421,6220,W
157,0.35,-0.85,-1.09,35.31,-103.56,-1.81,4.71,9.82,1.96,0.59,0.31,0.6,0.44,1113460,6259,W
158,-0.9,-0.43,2.55,35.31,-103.56,-1.81,4.71,9.82,1.96,0.59,0.31,0.6,0.44,1113502,6301,W
159,-0.77,0.29,2.79,35.31,-103.56,-1.81,4.71,9.82,1.96,0.59,0.31,0.6,0.44,1113543,6342,T
160,-0.77,0.29,2.79,35.31,-103.56,-1.81,6.01,17.45,0.85,0.59,0.31,0.6,0.44,1113583,6382,T
161,-0.77,0.29,2.79,35.31,-103.56,-1.81,5.13,18.29,-0.76,0.59,0.31,0.6,0.44,1113623,6422,T
162,-0.77,0.29,2.79,35.31,-103.56,-1.81,4.82,18.14,-1.07,0.59,0.31,0.6,0.44,1113663,6462,T
163,-1.24,0.6,3.91,35.31,-103.56,-1.81,4.82,18.14,-1.07,0.59,0.31,0.6,0.44,1113704,6503,T
164,-1.1,0.6,4.29,35.31,-103.56,-1.81,4.82,18.14,-1.07,0.59,0.31,0.6,0.44,1113745,6544,T
165,-1.1,0.6,4.29,35.31,-103.56,-1.81,4.29,14,0.12,0.59,0.31,0.6,0.44,1113787,6586,T
166,-1.1,0.6,4.29,35.31,-103.56,-1.81,4.79,11.78,-0.34,0.59,0.31,0.6,0.44,1113827,6626,T
167,-1.1,0.6,4.29,35.31,-103.56,-1.81,3.68,10.59,0,0.59,0.31,0.6,0.44,1113869,6668,T
168,-1.1,0.6,4.29,35.31,-103.56,-1.81,3.33,8.6,-0.04,0.59,0.31,0.6,0.44,1113908,6707,T
169,-0.3,0.5,1.9,35.31,-103.56,-1.81,3.33,8.6,-0.04,0.59,0.31,0.6,0.44,1113949,6748,T
170,-0.06,0.34,1.12,35.31,-103.56,-1.81,3.33,8.6,-0.04,0.59,0.31,0.6,0.44,1113990,6789,T
171,-0.06,0.34,1.12,35.31,-103.56,-1.81,3.41,3.85,0.85,0.59,0.31,0.6,0.44,1114031,6830,T
172,-0.06,0.34,1.12,35.31,-103.56,-1.81,3.91,3,1.61,0.59,0.31,0.6,0.44,1114072,6871,T
173,-0.06,0.34,1.12,35.31,-103.56,-1.81,4.17,3.08,1.77,0.59,0.31,0.6,0.44,1114110,6909,T
174,0.85,0.25,-0.83,35.31,-103.56,-1.81,4.17,3.08,1.77,0.59,0.31,0.6,0.44,1114150,6949,T
175,0.85,0.25,-0.83,35.31,-103.56,-1.81,5.36,3.7,2.8,0.59,0.31,0.6,0.44,1114192,6991,T
176,1.33,-0.24,-1.91,35.31,-103.56,-1.81,5.36,3.7,2.8,0.59,0.31,0.6,0.44,1114231,7030,T
177,1.33,-0.24,-1.91,35.31,-103.56,-1.81,7.09,5.46,3.53,0.59,0.31,0.6,0.44,1114272,7071,T
178,1.33,-0.24,-1.91,35.31,-103.56,-1.81,7.35,5.49,2.84,0.59,0.31,0.6,0.44,1114311,7110,T
179,1.81,0.4,-1.76,35.31,-103.56,-1.81,7.35,5.49,2.84,0.59,0.31,0.6,0.44,1114353,7152,T
180,2.01,0.69,-1.49,35.31,-103.56,-1.81,7.35,5.49,2.84,0.59,0.31,0.6,0.44,1114393,7192,T
181,2.01,0.69,-1.49,35.31,-103.56,-1.81,8.43,7.75,3.84,0.59,0.31,0.6,0.44,1114433,7232,T
182,2.01,0.69,-1.49,35.31,-103.56,-1.81,8.2,7.95,3.57,0.59,0.31,0.6,0.44,1114473,7272,T
183,2.01,0.69,-1.49,35.31,-103.56,-1.81,8.08,7.98,4.71,0.59,0.31,0.6,0.44,1114513,7312,T
184,2.01,0.69,-1.49,25.44,-88.13,-8.69,8.08,7.98,4.71,0.59,0.31,0.6,0.44,1114552,7351,T
185,2.01,0.69,-1.49,25.44,-88.13,-8.69,6.66,9.36,3.53,0.59,0.31,0.6,0.44,1114591,7390,T
186,2.01,0.69,-1.49,25.44,-88.13,-8.69,5.86,8.75,2.42,0.59,0.31,0.6,0.44,1114632,7431,T
187,2.01,0.69,-1.49,25.44,-88.13,-8.69,3.98,8.41,0.77,0.59,0.31,0.6,0.44,1114671,7470,T
188,2.01,0.69,-1.49,25.44,-88.13,-8.69,4.06,9.4,-0.04,0.59,0.31,0.6,0.44,1114710,7509,T
189,1.66,1.73,0.49,25.44,-88.13,-8.69,4.06,9.4,-0.04,0.59,0.31,0.6,0.44,1114750,7549,T
190,1.38,1.92,0.73,25.44,-88.13,-8.69,4.06,9.4,-0.04,0.59,0.31,0.6,0.44,1114790,7589,T
191,0.96,2.18,0.71,25.44,-88.13,-8.69,4.06,9.4,-0.04,0.59,0.31,0.6,0.44,1114830,7629,T
192,0.96,2.18,0.71,25.44,-88.13,-8.69,4.25,8.56,1.04,0.59,0.31,0.6,0.44,1114870,7669,T
193,0.96,2.18,0.71,25.44,-88.13,-8.69,4.21,7.33,1.42,0.59,0.31,0.6,0.44,1114908,7707,T
194,0.45,0.64,0.73,25.44,-88.13,-8.69,4.21,7.33,1.42,0.59,0.31,0.6,0.44,1114948,7747,T
195,0.35,0.87,0.34,25.44,-88.13,-8.69,4.21,7.33,1.42,0.59,0.31,0.6,0.44,1114987,7786,T
196,0.35,0.87,0.34,25.44,-88.13,-8.69,7.58,7.48,0.5,0.59,0.31,0.6,0.44,1115027,7826,T
197,0.35,0.87,0.34,25.44,-88.13,-8.69,5.44,5.57,0.77,0.59,0.31,0.6,0.44,1115067,7866,T
198,0.35,0.87,0.34,25.44,-88.13,-8.69,6.13,5.61,1.38,0.59,0.31,0.6,0.44,1115105,7904,T
199,0,0.5,0.36,25.44,-88.13,-8.69,6.13,5.61,1.38,0.59,0.31,0.6,0.44,1115144,7943,T
200,0,0.5,0.36,25.44,-88.13,-8.69,5.71,5.88,1.15,0.59,0.31,0.6,0.44,1115183,7982,T
201,0,0.5,0.36,25.44,-88.13,-8.69,5.67,6.07,1.08,0.59,0.31,0.6,0.44,1115222,8021,T
202,0,0.5,0.36,25.44,-88.13,-8.69,4.82,5.84,0.73,0.59,0.31,0.6,0.44,1115259,8058,T
203,-0.02,-0.06,-0.17,25.44,-88.13,-8.69,4.82,5.84,0.73,0.59,0.31,0.6,0.44,1115299,8098,T
204,0.14,0.33,-0.39,25.44,-88.13,-8.69,4.82,5.84,0.73,0.59,0.31,0.6,0.44,1115340,8139,T
205,0.14,0.33,-0.39,25.44,-88.13,-8.69,5.94,7.37,0.73,0.59,0.31,0.6,0.44,1115380,8179,T
206,0.14,0.33,-0.39,25.44,-88.13,-8.69,6.32,8.21,1.15,0.59,0.31,0.6,0.44,1115420,8219,T
207,0.14,0.33,-0.39,25.44,-88.13,-8.69,6.2,8.83,1.54,0.59,0.31,0.6,0.44,1115458,8257,T
208,0.3,0.14,-0.1,25.44,-88.13,-8.69,6.2,8.83,1.54,0.59,0.31,0.6,0.44,1115498,8297,T
209,0.3,0.14,-0.1,25.44,-88.13,-8.69,5.48,8.64,1.88,0.59,0.31,0.6,0.44,1115539,8338,T
210,0.01,-0.07,-0.01,25.44,-88.13,-8.69,5.48,8.64,1.88,0.59,0.31,0.6,0.44,1115579,8378,T
